Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
540;21100376682;"Toxicologie Analytique et Clinique";journal;"23520078";0,195;Q4;13;60;127;2299;76;107;0,73;38,32;52,82;1;18;France;Western Europe;"Elsevier Masson s.r.l.";"2014-2023";"Health, Toxicology and Mutagenesis (Q4); Toxicology (Q4)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
541;21100854828;"Current Traditional Medicine";journal;"22150846, 22150838";0,194;Q4;7;65;141;5798;118;137;0,62;89,20;43,16;0;33;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2015-2017, 2020-2023";"Complementary and Alternative Medicine (Q3); Drug Discovery (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
542;19700170837;"Vitae";journal;"21452660, 01214004";0,194;Q3;19;12;42;559;42;42;1,09;46,58;54,76;0;2;Colombia;Latin America;"Universidad de Antioquia";"2009-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Applied Microbiology and Biotechnology (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
543;19200156945;"Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas";journal;"07177917";0,193;Q4;26;60;140;3648;123;139;0,87;60,80;48,08;0;22;Chile;Latin America;"MS-Editions";"2008-2023";"Complementary and Alternative Medicine (Q3); Drug Discovery (Q4); Pharmacology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
544;19900192174;"International Journal of Applied Pharmaceutics";journal;"09757058";0,192;Q3;25;268;928;10836;725;928;0,76;40,43;51,31;0;67;India;Asiatic Region;"Innovare Academics Sciences Pvt. Ltd";"2011-2023";"Pharmaceutical Science (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
545;21101041937;"Egyptian Pharmaceutical Journal(Egypt)";journal;"20909853, 16874315";0,189;Q3;8;69;142;3263;122;142;0,78;47,29;55,60;0;35;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2019-2023";"Pharmaceutical Science (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Applied Microbiology and Biotechnology (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Toxicology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
546;21101012656;"Drug Development and Registration";journal;"26585049, 23052066";0,187;Q3;7;125;287;2528;205;279;0,80;20,22;63,51;0;28;Russian Federation;Eastern Europe;"";"2019-2023";"Pharmaceutical Science (Q3); Drug Discovery (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
547;21100928216;"Journal of Research in Pharmacy";journal;"26306344";0,187;Q3;20;247;380;8998;327;377;0,71;36,43;54,39;0;93;Turkey;Middle East;"Marmara University";"2019-2023";"Pharmacology (medical) (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
548;15600154705;"EnvironmentAsia";journal;"19061714";0,186;Q4;24;45;132;1629;90;132;0,71;36,20;42,71;0;38;Thailand;Asiatic Region;"Thai Society of Higher Eduation Institutes on Environment";"2009-2023";"Environmental Science (miscellaneous) (Q4); Toxicology (Q4)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
549;21758;"Prescrire International";journal;"11677422";0,186;Q4;14;226;270;1330;60;190;0,26;5,88;0,00;0;56;France;Western Europe;"Association Mieux Prescrire";"1996-2023";"Pharmacology (Q4); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
550;19700174924;"Biomedical and Pharmacology Journal";journal;"09746242";0,185;Q4;28;247;730;9056;580;730;0,66;36,66;46,18;0;129;India;Asiatic Region;"Oriental Scientific Publishing Company";"2009-2023";"Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
551;21100903428;"Drug Delivery Letters";journal;"2210304X, 22103031";0,185;Q3;7;25;82;1365;67;79;0,63;54,60;42,03;0;8;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2018-2023";"Pharmaceutical Science (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biomedical Engineering (Q4)";"Engineering; Pharmacology, Toxicology and Pharmaceutics"
552;21101039471;"Korean Journal of Medicinal Crop Science";journal;"22880186, 12259306";0,185;Q3;6;36;118;1338;58;117;0,43;37,17;40,11;0;4;South Korea;Asiatic Region;"Korean Society of Medicinal Crop Science";"2019-2023";"Pharmaceutical Science (Q3); Agronomy and Crop Science (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
553;5800173401;"Current Bioactive Compounds";journal;"18756646, 15734072";0,184;Q3;31;86;291;5575;253;282;0,82;64,83;45,74;0;42;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2007-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
554;4700152426;"Current Pharmaceutical Analysis";journal;"1875676X, 15734129";0,184;Q3;27;63;339;3875;249;329;0,77;61,51;54,03;0;15;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2023";"Pharmaceutical Science (Q3); Biochemistry (Q4); Biophysics (Q4); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
555;18800156708;"Tropical Journal of Pharmaceutical Research";journal;"15965996, 15969827";0,183;Q3;49;327;1129;6629;698;1129;0,56;20,27;48,02;0;128;Nigeria;Africa;"Pharmacotherapy Group";"2008-2023";"Pharmaceutical Science (Q3); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
556;21100399725;"Journal of Reports in Pharmaceutical Sciences";journal;"23225106, 23221232";0,182;Q3;12;0;107;0;89;106;0,81;0,00;0,00;0;0;Iran;Middle East;"Wolters Kluwer Medknow Publications";"2012-2022";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biomedical Engineering (Q4); Pharmacology (medical) (Q4)";"Engineering; Medicine; Pharmacology, Toxicology and Pharmaceutics"
557;21100218041;"Anti-Infective Agents";journal;"22113533, 22113525";0,178;Q4;26;38;152;2338;114;146;0,61;61,53;44,62;0;22;United Arab Emirates;Middle East;"Bentham Science Publishers";"2012-2023";"Infectious Diseases (Q4); Pharmacology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
558;19383;"Fluoride - Quarterly Reports";journal;"22534083, 00154725";0,178;Q4;51;45;74;1579;45;65;0,49;35,09;56,05;0;12;New Zealand;Pacific Region;"International Society for Fluoride Research";"1973-2023";"Dentistry (miscellaneous) (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4); Biochemistry (Q4); Chemistry (miscellaneous) (Q4); Health, Toxicology and Mutagenesis (Q4); Public Health, Environmental and Occupational Health (Q4); Toxicology (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Dentistry; Environmental Science; Medicine; Pharmacology, Toxicology and Pharmaceutics"
559;18633;"Herba Polonica";journal;"24498343, 00180599";0,178;Q4;10;1;78;18;65;78;0,78;18,00;50,00;0;0;Poland;Eastern Europe;"";"1973-1979, 2018-2022";"Complementary and Alternative Medicine (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Pharmacology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Medicine; Pharmacology, Toxicology and Pharmaceutics"
560;21101038672;"Reference Series in Phytochemistry";book series;"2511834X, 25118358";0,178;Q4;19;105;251;9903;304;52;0,62;94,31;40,91;0;57;Switzerland;Western Europe;"Springer Science and Business Media B.V.";"2017-2023";"Biochemistry (Q4); Organic Chemistry (Q4); Plant Science (Q4); Toxicology (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
561;21100933230;"Tropical Journal of Natural Product Research";journal;"26160692, 26160684";0,177;Q3;11;421;836;16998;684;836;0,82;40,38;44,37;0;161;Nigeria;Africa;"Faculty of Pharmacy, University of Benin";"2017-2023";"Pharmaceutical Science (Q3); Analytical Chemistry (Q4); Biochemistry (Q4); Complementary and Alternative Medicine (Q4); Drug Discovery (Q4); Molecular Medicine (Q4); Pharmacology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
562;11200153563;"Drug Metabolism Letters";journal;"18740758, 18723128";0,175;Q3;31;0;24;0;25;23;1,04;0,00;0,00;0;0;United Arab Emirates;Middle East;"Bentham Science Publishers";"2007-2019, 2021-2022";"Pharmaceutical Science (Q3); Biochemistry (medical) (Q4); Clinical Biochemistry (Q4); Pharmacology (medical) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
563;21211;"Pharmacy Education";journal;"14772701, 15602214";0,174;Q3;20;188;426;4714;245;403;0,58;25,07;57,98;0;65;Netherlands;Western Europe;"International Pharmaceutical Federation";"1973-1978, 2002-2023";"Pharmaceutical Science (Q3); Pharmacy (Q3); Education (Q4)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
564;21101023977;"ScienceRise: Pharmaceutical Science";journal;"25194844, 25194852";0,174;Q3;8;60;158;1987;121;158;0,82;33,12;66,53;0;12;Ukraine;Eastern Europe;"Technology Center";"2019-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
565;21101049618;"Health Biotechnology and Biopharma";journal;"25384414";0,173;Q3;3;20;66;750;36;66;0,61;37,50;50,00;0;6;Iran;Middle East;"Health Biotechnology And Biopharma";"2019-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biotechnology (Q4); Pharmacology (medical) (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
566;21100829925;"HiSTOReLo";journal;"2145132X";0,173;Q3;4;22;74;965;17;65;0,16;43,86;35,71;0;10;Colombia;Latin America;"Universidad Nacional de Colombia";"2013-2023";"Cultural Studies (Q2); History (Q2); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
567;25864;"Heterocycles";journal;"03855414";0,172;Q4;70;0;464;0;278;459;0,63;0,00;0,00;0;0;Japan;Asiatic Region;"Japan Institute of Heterocyclic Chemistry";"1983-2022";"Analytical Chemistry (Q4); Organic Chemistry (Q4); Pharmacology (Q4)";"Chemistry; Pharmacology, Toxicology and Pharmaceutics"
568;5800173394;"Current Drug Therapy";journal;"15748855, 22123903";0,171;Q3;20;38;128;2424;87;124;0,40;63,79;50,30;0;15;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2007-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
569;21101065486;"Journal of Integrated Science and Technology";journal;"23214635";0,170;Q3;6;64;46;2548;84;46;1,86;39,81;42,61;0;21;India;Asiatic Region;"ScienceIn Publishing";"2019-2024";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Environmental Science; Materials Science; Mathematics; Pharmacology, Toxicology and Pharmaceutics; Physics and Astronomy"
570;4000148308;"Chinese Traditional and Herbal Drugs";journal;"02532670";0,169;Q3;24;813;2421;32473;1451;2421;0,60;39,94;44,65;0;174;China;Asiatic Region;"Editorial Office of Chinese Traditional and Herbal Drugs";"2006-2023";"Pharmaceutical Science (Q3); Complementary and Alternative Medicine (Q4); Drug Discovery (Q4); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
571;19400157142;"Chiang Mai University Journal of Natural Sciences";journal;"16851994";0,167;Q3;15;1;228;34;171;228;0,72;34,00;66,67;0;0;Thailand;Asiatic Region;"Chiang Mai University";"2003, 2006, 2009-2023";"Health Professions (miscellaneous) (Q3); Multidisciplinary (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Agricultural and Biological Sciences (miscellaneous) (Q4); Dentistry (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Dentistry; Environmental Science; Health Professions; Medicine; Multidisciplinary; Pharmacology, Toxicology and Pharmaceutics"
572;19700174811;"European Journal of Parenteral and Pharmaceutical Sciences";journal;"17406277, 26336588";0,166;Q3;7;13;35;214;10;34;0,24;16,46;30,77;0;0;United Kingdom;Western Europe;"Pharmaceutical and Healthcare Sciences Society";"2010-2023";"Pharmaceutical Science (Q3); Pharmacy (Q3)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics"
573;21100824861;"Revista Colombiana de Reumatologia";journal;"01218123, 20279000";0,166;Q3;10;120;244;4123;81;216;0,29;34,36;46,81;0;21;Colombia;Latin America;"Asociacion Colombiana de Reumatologia";"2009-2023";"Pharmaceutical Science (Q3); Immunology and Allergy (Q4); Internal Medicine (Q4); Rehabilitation (Q4); Rheumatology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
574;21101061920;"Research Results in Biomedicine";journal;"26586533";0,165;Q3;11;40;127;1446;90;127;0,86;36,15;63,64;0;18;Russian Federation;Eastern Europe;"Belgorod State National Research University";"2018-2023";"Obstetrics and Gynecology (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Genetics (Q4); Pharmacology (Q4); Pharmacology (medical) (Q4); Psychiatry and Mental Health (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
575;22854;"Yakugaku Zasshi";journal;"13475231, 00316903";0,165;Q3;47;142;533;2882;180;493;0,31;20,30;26,94;0;45;Japan;Asiatic Region;"Pharmaceutical Society of Japan";"1961-2023";"Pharmaceutical Science (Q3); Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
576;20564;"Ceska a Slovenska Farmacie";journal;"12107816";0,162;Q3;18;33;96;1435;49;88;0,48;43,48;48,65;0;7;Czech Republic;Eastern Europe;"Czech Medical Association J.E. Purkyne";"1994-2023";"Pharmaceutical Science (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
577;21101061457;"European Pharmaceutical Law Review";journal;"25117157, 25117181";0,162;Q3;4;0;71;0;19;42;0,20;0,00;0,00;0;0;Germany;Western Europe;"Lexxion Verlagsgesellschaft mbH";"2019-2022";"Law (Q3); Pharmaceutical Science (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Drug Discovery (Q4)";"Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
578;21101016799;"Farmakoekonomika";journal;"20704933, 20704909";0,162;Q4;10;55;120;1905;94;118;0,67;34,64;63,22;0;27;Russian Federation;Eastern Europe;"IRBIS LLC";"2017-2023";"Health Policy (Q4); Pharmacology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
579;21101097081;"Regulatory Mechanisms in Biosystems";journal;"25198521, 25202588";0,160;Q4;9;98;252;4567;166;252;0,68;46,60;56,31;0;33;Ukraine;Eastern Europe;"Oles Honchar Dnipro National University";"2019-2023";"Biochemistry (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Biophysics (Q4); Cell Biology (Q4); Microbiology (Q4); Pharmacology (Q4); Physiology (Q4); Toxicology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
580;19405;"Acta Poloniae Pharmaceutica";journal;"00016837";0,158;Q3;52;101;275;4474;139;273;0,52;44,30;63,68;0;36;Poland;Eastern Europe;"Polish Pharmaceutical Society";"1951-1955, 1961-2023";"Pharmaceutical Science (Q3); Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
581;21867;"Geneesmiddelenbulletin";journal;"03044629";0,158;Q4;7;17;68;307;5;68;0,07;18,06;23,08;0;7;Netherlands;Western Europe;"Stichting Geneesmiddelenbulletin";"1973-2023";"Pharmacology (Q4); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
582;4700152607;"Current Enzyme Inhibition";journal;"18756662, 15734080";0,157;Q4;19;25;71;1315;56;64;0,85;52,60;39,24;0;16;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2006-2023";"Biochemistry (Q4); Drug Discovery (Q4); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
583;21100820896;"Journal of Advanced Pharmacy Education and Research";journal;"22493379";0,157;Q3;14;78;287;2236;184;287;0,77;28,67;56,98;0;22;India;Asiatic Region;"Society of Pharmaceutical Education &amp; Research [SPER]";"2015, 2017-2023";"Pharmaceutical Science (Q3); Pharmacy (Q3); Education (Q4)";"Health Professions; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
584;21100858119;"Pharmaceutical Sciences Asia";journal;"25868195, 25868470";0,157;Q3;7;40;167;1466;106;167;0,61;36,65;44,92;0;11;Thailand;Asiatic Region;"Mahidol University - Faculty of Pharmacy";"2017-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
585;5200152602;"Acta Pharmaceutica Sciencia";journal;"13072080";0,156;Q3;23;33;105;1031;60;95;0,59;31,24;52,04;0;12;Turkey;Middle East;"Istanbul Medipol University";"2006-2011, 2016-2023";"Pharmaceutical Science (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
586;20826;"Military Medical Science Letters (Vojenske Zdravotnicke Listy)";journal;"03727025, 2571113X";0,156;Q3;6;33;110;1255;60;96;0,66;38,03;36,23;0;12;Czech Republic;Eastern Europe;"University of Defence, Faculty of Military Health Sciences";"1948-1951, 1961, 1963, 1965, 1973-1992, 2018-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Emergency Medical Services (Q4); Emergency Medicine (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Public Health, Environmental and Occupational Health (Q4); Veterinary (miscellaneous) (Q4)";"Health Professions; Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics; Veterinary"
587;19700171709;"Arhiv za Farmaciju";journal;"00041963";0,155;Q3;5;0;78;0;37;78;0,55;0,00;0,00;0;0;Serbia;Eastern Europe;"Pharmaceutical Association of Serbia";"1954-1955, 2009-2023";"Pharmaceutical Science (Q3); Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
588;130170;"Phytotherapie";journal;"17652847, 16248597";0,155;Q4;22;38;149;885;65;133;0,26;23,29;46,94;0;10;France;Western Europe;"Springer Paris";"2005-2023";"Complementary and Alternative Medicine (Q4); Pharmacology (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
589;21101136677;"Aesthetic Cosmetology and Medicine";journal;"27193241";0,154;Q3;4;32;122;992;40;122;0,30;31,00;90,57;0;6;Poland;Eastern Europe;"INDYGO Zahir Media";"2020-2023";"Pharmaceutical Science (Q3); Dermatology (Q4); Health Professions (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine; Pharmacology, Toxicology and Pharmaceutics"
590;19800188074;"Medicinal Plants - International Journal of Phytomedicines and Related Industries";journal;"09754261, 09756892";0,154;Q4;13;80;234;3641;134;231;0,54;45,51;45,70;0;32;Netherlands;Western Europe;"IOS Press BV";"2010-2023";"Drug Discovery (Q4); Organic Chemistry (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Chemistry; Pharmacology, Toxicology and Pharmaceutics"
591;19459;"Ankara Universitesi Eczacilik Fakultesi Dergisi";journal;"10153918, 25646524";0,153;Q3;13;100;185;4022;112;185;0,49;40,22;63,77;0;37;Turkey;Middle East;"University of Ankara";"1997-2001, 2003-2010, 2014, 2016-2023";"Pharmaceutical Science (Q3); Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
592;21100795043;"Journal of Natural Remedies";journal;"23203358, 09725547";0,153;Q4;25;148;136;5682;65;132;0,44;38,39;45,63;0;53;India;Asiatic Region;"Informatics Publishing Limited and Society for Biocontrol Advancement";"2002-2023";"Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
593;17300154738;"Current Trends in Biotechnology and Pharmacy";journal;"22307303, 09738916";0,152;Q3;16;104;260;3336;117;259;0,50;32,08;42,56;0;45;India;Asiatic Region;"Association of Biotechnology and Pharmacy";"2009-2023";"Pharmaceutical Science (Q3); Biotechnology (Q4); Drug Discovery (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
594;20545;"PDA Journal of Pharmaceutical Science and Technology";journal;"19482124, 10797440";0,152;Q3;43;0;113;0;73;104;0,55;0,00;0,00;0;0;United States;Northern America;"Parenteral Drug Association Inc.";"1994-2022";"Pharmaceutical Science (Q3); Medicine (miscellaneous) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
595;22881;"Yaoxue Xuebao";journal;"05134870";0,152;Q3;36;361;1127;16893;674;1127;0,61;46,80;47,25;0;126;China;Asiatic Region;"Chinese Pharmaceutical Association";"1960, 1962-1966, 1979-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Molecular Medicine (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics"
596;21100204506;"International Journal of Pharmaceutical Quality Assurance";journal;"09759506";0,151;Q3;12;211;252;5480;159;252;0,55;25,97;36,96;0;65;India;Asiatic Region;"Dr. Yashwant Research Labs Pvt. Ltd.";"2011, 2013-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
597;21101005186;"Research Results in Pharmacology";journal;"2658381X";0,151;Q3;10;38;131;1307;74;131;0,49;34,39;45,36;0;9;Russian Federation;Eastern Europe;"Belgorod State National Research University";"2018-2023";"Pharmaceutical Science (Q3); Pharmacology (Q4); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
598;21265;"Drugs of the Future";journal;"03778282";0,150;Q4;46;7;262;208;27;261;0,09;29,71;34,62;0;3;Spain;Western Europe;"Prous Science";"1978-2023";"Pharmacology (Q4); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
599;19700183012;"Iranian Journal of Pharmaceutical Sciences";journal;"17352444";0,149;Q3;16;31;107;1205;40;107;0,29;38,87;47,54;0;8;Iran;Middle East;"Iranian Association of Pharmaceutical Scientists";"2010-2014, 2016-2022";"Pharmaceutical Science (Q3); Bioengineering (Q4)";"Chemical Engineering; Pharmacology, Toxicology and Pharmaceutics"
600;144879;"Toxicology International";journal;"09716580";0,149;Q4;34;57;121;2564;60;121;0,59;44,98;42,39;0;23;India;Asiatic Region;"Society of Toxicology India";"2005-2023";"Health, Toxicology and Mutagenesis (Q4); Toxicology (Q4)";"Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
601;21100804474;"European Pharmaceutical Journal";journal;"24536725";0,148;Q4;9;18;59;401;27;59;0,33;22,28;56,10;0;2;Germany;Western Europe;"de Gruyter";"2016-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
602;19700181241;"Physiology and Pharmacology (Iran)";journal;"24765236, 24765244";0,148;Q4;15;40;117;2032;49;114;0,40;50,80;55,11;0;9;Iran;Middle East;"Neuroscience Research Center";"2009-2023";"Linguistics and Language (Q3); Pharmacology (Q4); Physiology (Q4)";"Biochemistry, Genetics and Molecular Biology; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
603;20500195212;"International Journal of Drug Delivery Technology";journal;"09754415";0,147;Q3;14;220;698;6555;321;698;0,45;29,80;43,02;0;57;India;Asiatic Region;"Dr. Yashwant Research Labs Pvt. Ltd.";"2011-2012, 2014-2023";"Pharmaceutical Science (Q3)";"Pharmacology, Toxicology and Pharmaceutics"
604;21101152524;"Journal of Entomological Society of Iran";journal;"02599996, 27833968";0,147;Q4;2;41;58;1722;17;58;0,29;42,00;30,69;0;13;Iran;Middle East;"Entomological Society of Iran (ESI)";"2022-2023";"Animal Science and Zoology (Q4); Ecology (Q4); Insect Science (Q4); Toxicology (Q4)";"Agricultural and Biological Sciences; Environmental Science; Pharmacology, Toxicology and Pharmaceutics"
605;21100922188;"Farmatsiya i Farmakologiya";journal;"23079266, 24132241";0,146;Q4;7;34;129;1584;69;129;0,50;46,59;55,61;0;12;Russian Federation;Eastern Europe;"Volgograd State Medical University, Pyatigorsk Medical and Pharmaceutical Institute";"2019-2023";"Pharmacology (nursing) (Q2); Pharmacy (Q3); Pharmaceutical Science (Q4); Pharmacology (Q4); Pharmacology (medical) (Q4)";"Health Professions; Medicine; Nursing; Pharmacology, Toxicology and Pharmaceutics"
606;110097;"Food and Drug Law Journal";journal;"1064590X";0,145;Q4;23;12;14;1814;4;14;0,29;151,17;34,62;0;2;United States;Northern America;"Food and Drug Law Institute";"1992-2018, 2021-2023";"Law (Q3); Medicine (miscellaneous) (Q4); Pharmacology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
607;19700175006;"Thai Journal of Pharmaceutical Sciences";journal;"01254685, 19054637";0,145;Q4;14;0;155;0;90;155;0,53;0,00;0,00;0;0;Thailand;Asiatic Region;"Thai Journal of Pharmaceutical Sciences";"2009-2022";"Pharmaceutical Science (Q4); Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
608;21101160673;"Chinese Journal of Modern Applied Pharmacy";journal;"10077693";0,144;Q4;8;441;1383;12504;456;1382;0,33;28,35;47,21;0;96;China;Asiatic Region;"";"2019, 2021-2023";"Drug Discovery (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
609;22934;"Chinese Pharmaceutical Journal";journal;"10012494";0,144;Q4;22;196;932;5857;314;932;0,35;29,88;48,21;0;46;China;Asiatic Region;"Chinese Pharmaceutical Association";"1993-2023";"Pharmaceutical Science (Q4); Pharmacology (Q4)";"Pharmacology, Toxicology and Pharmaceutics"
610;9100153105;"Current Topics in Pharmacology";journal;"09724559";0,144;Q4;8;0;37;0;18;36;0,70;0,00;0,00;0;0;India;Asiatic Region;"Research Trends";"2006-2022";"Pharmacology (Q4); Pharmacology (medical) (Q4)";"Medicine; Pharmacology, Toxicology and Pharmaceutics"
