Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
479;21100211340;"Medical Mycology Case Reports";journal;"22117539";0,327;Q4;23;56;164;799;240;163;1,45;14,27;46,52;0;14;Netherlands;Western Europe;"Elsevier B.V.";"2012-2023";"Infectious Diseases (Q3); Microbiology (Q4)";"Immunology and Microbiology; Medicine"
480;130072;"International Journal of Medicinal Mushrooms";journal;"15219437";0,318;Q3;41;83;293;3654;483;292;1,55;44,02;46,79;0;24;United States;Northern America;"Begell House Inc.";"2005-2023";"Applied Microbiology and Biotechnology (Q3); Drug Discovery (Q3); Pharmacology (Q3)";"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
481;19094;"Acta Virologica";journal;"13362305, 0001723X";0,310;Q4;36;20;153;851;210;145;0,96;42,55;49,62;0;14;Slovakia;Eastern Europe;"Frontiers Media SA";"1957-2023";"Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Virology (Q4)";"Immunology and Microbiology; Medicine"
482;19090;"Acta Microbiologica et Immunologica Hungarica";journal;"12178950, 15882640";0,308;Q3;33;45;131;1843;175;131;1,37;40,96;58,85;0;22;Hungary;Eastern Europe;"Akademiai Kiado";"1994-2023";"Immunology and Microbiology (miscellaneous)  (Q3); Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Microbiology (medical) (Q3)";"Immunology and Microbiology; Medicine"
483;21100775663;"HLA";journal;"20592302, 20592310";0,305;Q4;107;394;1016;3797;625;766;0,59;9,64;50,61;0;16;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2011, 2016-2023";"Genetics (Q4); Immunology (Q4); Immunology and Allergy (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
484;21834;"Current HIV Research";journal;"18734251, 1570162X";0,301;Q4;59;44;164;2066;154;156;0,64;46,95;42,37;0;43;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2003-2023";"Infectious Diseases (Q3); Virology (Q4)";"Immunology and Microbiology; Medicine"
485;17700156309;"Iranian Journal of Parasitology";journal;"17357020";0,297;Q3;36;71;240;1964;237;226;0,94;27,66;39,94;0;12;Iran;Middle East;"Teheran University of Medical Sciences";"2008-2023";"Infectious Diseases (Q3); Parasitology (Q3)";"Immunology and Microbiology; Medicine"
486;21100321693;"Karstenia";journal;"04533402";0,297;Q4;9;0;30;0;34;29;0,57;0,00;0,00;0;0;Finland;Western Europe;"Finnish Mycological Society";"2013-2017, 2020-2021";"Infectious Diseases (Q3); Plant Science (Q3); Microbiology (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology; Medicine"
487;19700175038;"Open AIDS Journal";journal;"18746136";0,297;Q4;22;11;35;361;27;34;0,84;32,82;41,18;0;11;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2009-2023";"Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3); Virology (Q4)";"Immunology and Microbiology; Medicine"
488;19600157307;"Current Cardiovascular Imaging Reports";journal;"19419074, 19419066";0,296;Q3;25;13;50;704;50;50;0,76;54,15;52,94;0;5;United States;Northern America;"Current Medicine Group";"2008-2023";"Applied Microbiology and Biotechnology (Q3); Histology (Q3); Cell Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
489;21100843025;"Protistology";journal;"16800826";0,293;Q4;9;23;69;835;50;68;0,71;36,30;48,53;0;1;Russian Federation;Eastern Europe;"Protozoological Society Affiliated With The Russian Academy Of Sciences";"2017-2023";"Ecology, Evolution, Behavior and Systematics (Q3); Microbiology (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology"
490;4800152406;"Iranian Journal of Immunology";journal;"17351383, 1735367X";0,290;Q4;26;45;116;1700;131;112;1,25;37,78;48,00;0;26;Iran;Middle East;"Shiraz University of Medical Sciences";"2006-2023";"Medicine (miscellaneous) (Q3); Immunology (Q4); Immunology and Allergy (Q4)";"Immunology and Microbiology; Medicine"
491;26785;"Annals of Clinical and Laboratory Science";journal;"00917370, 15508080";0,288;Q4;62;119;365;3139;353;354;1,01;26,38;43,70;0;67;United States;Northern America;"Association of Clinical Scientists";"1971-2023";"Hematology (Q3); Medical Laboratory Technology (Q3); Medicine (miscellaneous) (Q3); Pathology and Forensic Medicine (Q3); Clinical Biochemistry (Q4); Immunology (Q4); Immunology and Allergy (Q4); Microbiology (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Immunology and Microbiology; Medicine"
492;21859;"Enfermedades Infecciosas y Microbiologia Clinica";journal;"0213005X, 15781852";0,288;Q4;47;211;497;3636;467;417;1,01;17,23;55,81;2;90;Spain;Western Europe;"Sociedad Espanola de Enfermedades Infecciosas y Microbiologia Clinica";"1989-2023";"Infectious Diseases (Q3); Microbiology (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine"
493;21100228953;"Journal of Arthropod-Borne Diseases";journal;"23222271, 23221984";0,288;Q3;27;19;112;943;115;111;0,65;49,63;36,96;0;10;Iran;Middle East;"Tehran University of Medical Sciences";"2012-2023";"Infectious Diseases (Q3); Parasitology (Q3)";"Immunology and Microbiology; Medicine"
494;20229;"Journal of General and Applied Microbiology";journal;"13498037, 00221260";0,286;Q3;61;28;123;917;150;121;0,93;32,75;26,02;0;2;Japan;Asiatic Region;"Microbiology Research Foundation";"1955-2023";"Applied Microbiology and Biotechnology (Q3); Medicine (miscellaneous) (Q3); Microbiology (Q4)";"Immunology and Microbiology; Medicine"
495;21100304895;"Archives of Clinical Infectious Diseases";journal;"23452641";0,284;Q3;22;44;192;1290;200;155;0,39;29,32;51,97;0;29;Iran;Middle East;"Brieflands";"2012-2023";"Cardiology and Cardiovascular Medicine (Q3); Critical Care and Intensive Care Medicine (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3); Toxicology (Q3); Microbiology (Q4)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics"
496;21981;"Helminthologia";journal;"04406605, 13369083";0,283;Q3;32;58;134;2547;154;134;1,34;43,91;47,89;0;14;Poland;Eastern Europe;"De Gruyter Open Ltd.";"1979-1980, 1996-2023";"Animal Science and Zoology (Q3); Parasitology (Q3)";"Agricultural and Biological Sciences; Immunology and Microbiology"
497;21100228109;"Advances in Virology";journal;"16878639, 16878647";0,282;Q4;31;13;41;538;50;41;1,38;41,38;56,16;0;10;United States;Northern America;"Hindawi Publishing Corporation";"2009-2023";"Infectious Diseases (Q3); Virology (Q4)";"Immunology and Microbiology; Medicine"
498;27644;"Curationis";journal;"03798577";0,282;Q4;27;28;82;971;94;82;1,10;34,68;66,04;0;16;South Africa;Africa;"Democratic Nursing Organisation of South Africa";"1978-2023";"Nurse Assisting (Q1); Advanced and Specialized Nursing (Q2); Assessment and Diagnosis (Q3); Fundamentals and Skills (Q3); Immunology (Q4)";"Immunology and Microbiology; Nursing"
499;11500153510;"Recent Patents on Biotechnology";journal;"18722083, 22124012";0,277;Q3;42;26;75;2019;117;70;1,29;77,65;44,33;0;17;United Arab Emirates;Middle East;"Bentham Science Publishers";"2007-2023";"Applied Microbiology and Biotechnology (Q3); Biotechnology (Q3); Bioengineering (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology"
500;24578;"Mathematical Medicine and Biology";journal;"14778599";0,276;Q3;49;15;63;536;67;63;1,10;35,73;33,33;0;9;United Kingdom;Western Europe;"Oxford University Press";"1984-2023";"Applied Mathematics (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Environmental Science (miscellaneous) (Q3); Immunology and Microbiology (miscellaneous)  (Q3); Medicine (miscellaneous) (Q3); Modeling and Simulation (Q3); Pharmacology (Q3); Neuroscience (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Environmental Science; Immunology and Microbiology; Mathematics; Medicine; Neuroscience; Pharmacology, Toxicology and Pharmaceutics"
501;21101023716;"Italian Journal of Mycology";journal;"25317342";0,275;Q3;5;9;26;479;47;26;1,44;53,22;46,67;0;3;Italy;Western Europe;"University of Bologna";"2019-2023";"Applied Microbiology and Biotechnology (Q3); Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences; Environmental Science; Immunology and Microbiology"
502;21101072357;"Korean Journal of Transplantation";journal;"26718790, 26718804";0,275;Q4;5;43;123;851;69;116;0,63;19,79;40,80;0;17;South Korea;Asiatic Region;"Korean Society for Transplantation";"2019-2023";"Transplantation (Q3); Immunology (Q4)";"Immunology and Microbiology; Medicine"
503;21100847272;"Applied Food Biotechnology";journal;"24234214, 23455357";0,273;Q3;24;23;85;1023;191;85;2,64;44,48;46,38;0;5;Iran;Middle East;"National Nutrition and Food Technology Research Institute";"2014-2023";"Applied Microbiology and Biotechnology (Q3); Biotechnology (Q3); Food Science (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
504;20284;"Mikrobiyoloji Bulteni";journal;"03749096";0,269;Q3;24;58;175;1073;167;175;0,96;18,50;52,80;0;44;Turkey;Middle East;"Ankara Microbiology Society";"1973-2023";"Immunology and Microbiology (miscellaneous)  (Q3); Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine"
505;21101023926;"Journal of Advanced Biotechnology and Experimental Therapeutics";journal;"26164760";0,266;Q3;10;63;137;2772;178;135;1,42;44,00;36,71;0;29;Bangladesh;Asiatic Region;"Bangladesh Society for Microbiology, Immunology and Advanced Biotechnology";"2018-2023";"Applied Microbiology and Biotechnology (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Plant Science (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
506;22450;"Journal of Vector Borne Diseases";journal;"09729062";0,266;Q4;47;63;174;2279;139;170;0,78;36,17;39,15;0;39;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2003-2023";"Infectious Diseases (Q3); Medicine (miscellaneous) (Q3); Parasitology (Q4)";"Immunology and Microbiology; Medicine"
507;21100884986;"Microbiology Resource Announcements";journal;"2576098X";0,266;Q3;45;760;2688;10606;1854;2679;0,68;13,96;45,10;1;116;United States;Northern America;"American Society for Microbiology";"2018-2023";"Immunology and Microbiology (miscellaneous)  (Q3); Genetics (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
508;7600153107;"Turkiye parazitolojii dergisi";journal;"13006320, 21463077";0,266;Q3;23;51;189;1677;155;168;0,73;32,88;43,21;0;14;Turkey;Middle East;"Galenos Publishing House";"2006-2023";"Immunology and Microbiology (miscellaneous)  (Q3); Parasitology (Q4)";"Immunology and Microbiology"
509;15073;"Folia Biologica";journal;"25337602, 00155500";0,265;Q4;37;18;73;691;66;71;0,87;38,39;47,56;0;6;Czech Republic;Eastern Europe;"Charles University";"1961-2023";"Medicine (miscellaneous) (Q3); Biochemistry (Q4); Cell Biology (Q4); Developmental Biology (Q4); Genetics (Q4); Immunology (Q4); Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
510;21100228007;"Archives of Razi Institute";journal;"20089872, 03653439";0,264;Q3;16;170;554;4191;683;550;1,18;24,65;40,97;0;48;Iran;Middle East;"Razi Vaccine and Serum Research Institute";"2012-2023";"Veterinary (miscellaneous) (Q2); Immunology and Microbiology (miscellaneous)  (Q3); Toxicology (Q4)";"Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics; Veterinary"
511;13171;"Biocontrol Science";journal;"18840205, 13424815";0,264;Q3;31;0;87;0;110;87;0,94;0,00;0,00;0;0;Japan;Asiatic Region;"Society for Antibacterial and Antifungal Agents Japan";"1996-2022";"Applied Microbiology and Biotechnology (Q3); Public Health, Environmental and Occupational Health (Q3)";"Immunology and Microbiology; Medicine"
512;21100899293;"Current Medical Mycology";journal;"24233420, 24233439";0,261;Q4;14;24;105;916;143;105;1,29;38,17;51,24;0;9;Iran;Middle East;"Mazandaran University of Medical Sciences";"2018-2023";"Infectious Diseases (Q3); Microbiology (Q4)";"Immunology and Microbiology; Medicine"
513;4700153108;"Tropical Biomedicine";journal;"01275720";0,261;Q4;43;65;290;2599;270;290;1,02;39,98;44,13;0;27;Malaysia;Asiatic Region;"Malaysian Society of Parasitology and Tropical Medicine";"2005-2023";"Infectious Diseases (Q3); Parasitology (Q4)";"Immunology and Microbiology; Medicine"
514;21100780677;"Tropical Parasitology";journal;"22297758, 22295070";0,261;Q4;15;24;87;627;70;74;0,86;26,13;52,17;0;8;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2016-2022";"Infectious Diseases (Q3); Microbiology (Q4); Parasitology (Q4)";"Immunology and Microbiology; Medicine"
515;21100827441;"Current Research in Environmental and Applied Mycology";journal;"22292225";0,259;Q4;11;16;94;1896;96;94;1,09;118,50;44,64;0;3;China;Asiatic Region;"Beijing Academy of Agriculture and Forestry Sciences, Institute of Plant and Environment Protection";"2017-2023";"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Infectious Diseases (Q3); Plant Science (Q3); Microbiology (Q4)";"Agricultural and Biological Sciences; Environmental Science; Immunology and Microbiology; Medicine"
516;21101169080;"Food Bioengineering";journal;"27702081";0,259;Q3;4;35;30;2120;39;29;1,30;60,57;35,10;0;4;United States;Northern America;"John Wiley and Sons Inc.";"2022-2023";"Applied Microbiology and Biotechnology (Q3); Biotechnology (Q3); Food Science (Q3); Bioengineering (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Immunology and Microbiology"
517;145168;"Acta medica Indonesiana";journal;"01259326, 23382732";0,256;Q4;34;72;208;1749;225;190;0,73;24,29;41,99;0;44;Indonesia;Asiatic Region;"Indonesian Society of Internal Medicine";"2004-2023";"Emergency Medicine (Q3); Immunology (Q4); Immunology and Allergy (Q4)";"Immunology and Microbiology; Medicine"
518;21100200820;"Emirates Journal of Food and Agriculture";journal;"20790538, 2079052X";0,254;Q3;43;132;334;6152;394;334;0,83;46,61;41,49;0;31;United Arab Emirates;Middle East;"United Arab Emirates University";"1996-2023";"Agronomy and Crop Science (Q3); Animal Science and Zoology (Q3); Applied Microbiology and Biotechnology (Q3); Food Science (Q3)";"Agricultural and Biological Sciences; Immunology and Microbiology"
519;21101174183;"Exploration of Immunology";journal;"27686655";0,254;Q3;5;41;84;3420;70;83;0,83;83,41;45,00;0;23;China;Asiatic Region;"Open Exploration Publishing Inc";"2021-2023";"Immunology and Microbiology (miscellaneous)  (Q3); Immunology (Q4); Microbiology (Q4)";"Immunology and Microbiology"
520;21101131744;"Infectious Diseases and Immunity";journal;"20969511, 26938839";0,247;Q4;5;16;58;405;51;52;0,88;25,31;48,51;0;14;United Kingdom;Western Europe;"Wolters Kluwer Health";"2021-2023";"Infectious Diseases (Q3); Public Health, Environmental and Occupational Health (Q3); Epidemiology (Q4); Immunology (Q4); Immunology and Allergy (Q4); Parasitology (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine"
521;12428;"Comptes Rendus - Biologies";journal;"17683238, 16310691";0,246;Q4;95;33;102;791;85;94;0,59;23,97;44,62;0;6;France;Western Europe;"Academie des sciences";"1959, 2002-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Medicine (miscellaneous) (Q3); Immunology and Microbiology (miscellaneous)  (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
522;16806;"Applied Biochemistry and Microbiology";journal;"16083024, 00036838";0,244;Q3;52;131;375;5194;440;375;1,05;39,65;54,02;0;31;United States;Northern America;"Pleiades Publishing";"1970, 1972-1980, 1987, 1996-2023";"Applied Microbiology and Biotechnology (Q3); Biochemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
523;21101107325;"Gastrointestinal Disorders";journal;"26245647";0,244;Q4;8;45;93;2966;82;88;0,92;65,91;45,42;0;23;Switzerland;Western Europe;"Multidisciplinary Digital Publishing Institute (MDPI)";"2019-2023";"Gastroenterology (Q3); Hepatology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Oncology (Q4)";"Immunology and Microbiology; Medicine"
524;21100977379;"Proceedings of the Zoological Society";journal;"03735893, 09746919";0,237;Q4;17;47;171;2320;160;170;1,04;49,36;40,91;0;22;India;Asiatic Region;"Springer India";"2009-2023";"Animal Science and Zoology (Q3); Aquatic Science (Q3); Cell Biology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Endocrinology (Q4); Genetics (Q4); Immunology (Q4); Insect Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
525;21100892307;"Ecology and Control of Vector-Borne Diseases";book series;"18750699";0,236;Q4;6;0;28;0;24;28;0,86;0,00;0,00;0;0;Netherlands;Western Europe;"Wageningen Academic Publishers";"2018, 2021-2022";"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q4); Infectious Diseases (Q4); Parasitology (Q4)";"Agricultural and Biological Sciences; Environmental Science; Immunology and Microbiology; Medicine"
526;21101169888;"Biotech Studies";journal;"27575233, 26873761";0,234;Q3;4;5;33;214;31;33;0,86;42,80;58,33;0;1;Turkey;Middle East;"Field Crops Central Research Institute";"2020-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Applied Microbiology and Biotechnology (Q3); Biotechnology (Q3); Food Science (Q3)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
527;29572;"Journal of Biological Regulators and Homeostatic Agents";journal;"17246083, 0393974X";0,234;Q4;56;338;1294;12411;1247;847;0,61;36,72;41,10;0;188;Italy;Western Europe;"Biolife s.a.s.";"1987-2023";"Cancer Research (Q4); Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Immunology (Q4); Immunology and Allergy (Q4); Oncology (Q4); Physiology (Q4); Physiology (medical) (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
528;21100823448;"Journal of Microbiology, Biotechnology and Food Sciences";journal;"13385178";0,234;Q4;19;164;583;8388;648;583;0,97;51,15;53,52;0;38;Slovakia;Eastern Europe;"Faculty of Biotechnology and Food Sciences, Slovak University of Agriculture";"2016-2023";"Biotechnology (Q3); Food Science (Q3); Microbiology (Q4); Molecular Biology (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
529;21101044205;"Immunopathologia Persa";journal;"24238015";0,232;Q4;8;35;103;925;110;101;1,03;26,43;43,58;0;20;Iran;Middle East;"Nickan Research Institute";"2019-2023";"Endocrinology, Diabetes and Metabolism (Q4); Hematology (Q4); Immunology (Q4); Immunology and Microbiology (miscellaneous)  (Q4)";"Immunology and Microbiology; Medicine"
530;14552;"Doklady Biological Sciences";journal;"00124966, 16083105";0,223;Q4;20;72;165;1354;130;165;0,83;18,81;57,35;0;13;United States;Northern America;"Pleiades Publishing";"1972-1974, 1979-1990, 2000-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q3); Immunology and Microbiology (miscellaneous)  (Q4); Medicine (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
531;11700154322;"Journal of Pure and Applied Microbiology";journal;"09737510, 2581690X";0,223;Q3;28;240;857;10369;866;851;0,92;43,20;48,15;0;130;India;Asiatic Region;"Journal of Pure and Applied Microbiology";"2007-2023";"Applied Microbiology and Biotechnology (Q3); Biotechnology (Q4); Microbiology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
532;19700201628;"Open Microbiology Journal";journal;"18742858";0,222;Q4;34;12;100;644;82;88;0,83;53,67;35,56;0;8;Netherlands;Western Europe;"Bentham Science Publishers B.V.";"2011-2023";"Immunology and Microbiology (miscellaneous)  (Q4)";"Immunology and Microbiology"
533;20904;"Zhongguo ji sheng chong xue yu ji sheng chong bing za zhi = Chinese journal of parasitology &amp; parasitic diseases";journal;"10007423";0,222;Q4;22;130;255;3546;191;255;0,75;27,28;46,13;0;37;China;Asiatic Region;"National Institute of Parasitic Diseases";"1987-1995, 1998-2016, 2019, 2021-2023";"Infectious Diseases (Q4); Parasitology (Q4); Public Health, Environmental and Occupational Health (Q4)";"Immunology and Microbiology; Medicine"
534;19900191564;"Journal of International Peacekeeping";journal;"18754104, 18754112";0,216;Q4;14;24;40;1699;29;38;0,87;70,79;60,00;3;11;Netherlands;Western Europe;"Brill Academic Publishers";"1994-1997, 2001, 2004-2006, 2008-2011, 2013-2023";"Law (Q2); Pharmacology (Q3); Pharmacology (medical) (Q3); Political Science and International Relations (Q3); Infectious Diseases (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine; Pharmacology, Toxicology and Pharmaceutics; Social Sciences"
535;19700188334;"Clinical and Experimental Neuroimmunology";journal;"17591961";0,213;Q4;21;36;155;1137;97;129;0,69;31,58;22,82;0;8;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2010-2023";"Immunology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Neurology (clinical) (Q4); Neuroscience (miscellaneous) (Q4)";"Immunology and Microbiology; Medicine; Neuroscience"
536;56321;"European Journal of Inflammation";journal;"20587392, 1721727X";0,213;Q4;23;64;274;2363;170;256;0,61;36,92;45,02;0;24;United States;Northern America;"SAGE Publications Inc.";"2004-2023";"Immunology (Q4); Immunology and Allergy (Q4)";"Immunology and Microbiology; Medicine"
537;19900191980;"Korean Journal of Food Science and Technology";journal;"03676293";0,212;Q3;23;92;283;3194;189;283;0,56;34,72;52,37;0;12;South Korea;Asiatic Region;"Tong Kwahak Hoe";"2007-2023";"Applied Microbiology and Biotechnology (Q3); Food Science (Q3); Biotechnology (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
538;21100920037;"Problemy Osobo Opasnykh Infektsii";journal;"2658719X, 03701069";0,212;Q4;9;60;191;1401;149;191;0,49;23,35;62,62;0;36;Russian Federation;Eastern Europe;"Russian Research Anti-Plague Institute";"2019-2023";"Epidemiology (Q4); Immunology (Q4); Infectious Diseases (Q4); Microbiology (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine"
539;21100861875;"Microbiology Australia";journal;"13244272, 22019189";0,211;Q4;10;59;151;1074;101;123;0,49;18,20;46,34;0;22;Australia;Pacific Region;"CSIRO";"2018-2023";"Applied Microbiology and Biotechnology (Q4); Microbiology (Q4); Microbiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4)";"Immunology and Microbiology; Medicine"
540;20889;"Voprosy Virusologii";journal;"24112097, 05074088";0,211;Q4;19;54;132;1724;130;132;0,94;31,93;57,57;0;37;Russian Federation;Eastern Europe;"Central Research Institute for Epidemiology";"1956-2023";"Infectious Diseases (Q4); Medicine (miscellaneous) (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine"
541;21101034427;"Iranian Journal of Medical Microbiology";journal;"23454342, 17358612";0,209;Q4;7;74;169;2574;160;167;0,85;34,78;43,66;0;36;Iran;Middle East;"Farname Inc.";"2019-2023";"Infectious Diseases (Q4); Microbiology (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine"
542;21101039846;"Journal of Tropical Biodiversity and Biotechnology";journal;"25409573, 25409581";0,202;Q4;6;60;134;2591;120;134;0,88;43,18;42,41;0;32;Indonesia;Asiatic Region;"Universitas Gadjah Mada, Faculty of Biology";"2019-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
543;19900193538;"Chinese Journal of Schistosomiasis Control";journal;"10056661";0,196;Q4;18;90;370;1863;237;370;0,69;20,70;46,28;0;27;China;Asiatic Region;"zhong guo xue xi chong bing fang zhi za zhi she";"2011-2023";"Infectious Diseases (Q4); Medicine (miscellaneous) (Q4); Parasitology (Q4)";"Immunology and Microbiology; Medicine"
544;19700175150;"Jundishapur Journal of Microbiology";journal;"20084161, 20083645";0,194;Q4;41;67;241;2150;183;235;0,64;32,09;42,46;0;41;Netherlands;Western Europe;"Brieflands";"2009-2023";"Infectious Diseases (Q4); Microbiology (Q4); Microbiology (medical) (Q4)";"Immunology and Microbiology; Medicine"
545;19722;"Microbiology and Biotechnology Letters";journal;"22347305, 1598642X";0,194;Q4;22;75;196;2383;139;196;0,65;31,77;39,34;0;24;South Korea;Asiatic Region;"Korean Society for Microbiolog and Biotechnology";"2002-2023";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4); Microbiology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
546;19700170837;"Vitae";journal;"21452660, 01214004";0,194;Q4;19;12;42;559;42;42;1,09;46,58;54,76;0;2;Colombia;Latin America;"Universidad de Antioquia";"2009-2023";"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Applied Microbiology and Biotechnology (Q4); Food Science (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
547;21384;"Comparative Parasitology";journal;"15252647";0,192;Q4;32;18;58;610;25;58;0,39;33,89;33,33;0;3;United States;Northern America;"Helminthological Society of Washington";"1996-2023";"Ecology, Evolution, Behavior and Systematics (Q4); Parasitology (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology"
548;20906;"Zhurnal Mikrobiologii Epidemiologii i Immunobiologii";journal;"26867613, 03729311";0,190;Q4;15;66;190;2257;169;190;0,98;34,20;61,11;0;41;Russian Federation;Eastern Europe;"Central Research Institute for Epidemiology";"1945-1947, 1954-2016, 2019-2023";"Epidemiology (Q4); Immunology (Q4); Immunology and Microbiology (miscellaneous)  (Q4); Medicine (miscellaneous) (Q4); Microbiology (medical) (Q4); Public Health, Environmental and Occupational Health (Q4); Virology (Q4)";"Immunology and Microbiology; Medicine"
549;21101041937;"Egyptian Pharmaceutical Journal(Egypt)";journal;"20909853, 16874315";0,189;Q4;8;69;142;3263;122;142;0,78;47,29;55,60;0;35;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2019-2023";"Pharmaceutical Science (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Applied Microbiology and Biotechnology (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Toxicology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Pharmacology, Toxicology and Pharmaceutics"
550;16144;"Shengwu Gongcheng Xuebao/Chinese Journal of Biotechnology";journal;"18722075, 10003061";0,185;Q4;21;331;974;17416;878;974;0,94;52,62;44,08;0;90;China;Asiatic Region;"Chinese Academy of Sciences";"2000-2023";"Applied Microbiology and Biotechnology (Q4); Biotechnology (Q4)";"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
551;21101039055;"Journal of Biological Control";journal;"0971930X, 22307281";0,184;Q4;4;32;116;927;32;114;0,19;28,97;37,31;0;21;India;Asiatic Region;"Informatics Publishing Limited";"2019-2023";"Agronomy and Crop Science (Q4); Applied Microbiology and Biotechnology (Q4); Insect Science (Q4)";"Agricultural and Biological Sciences; Immunology and Microbiology"
