Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
762;22745;"Canadian Journal of Chemistry";journal;"00084042, 14803291";0,223;Q3;72;86;341;3804;322;334;1,04;44,23;31,71;0;14;Canada;Northern America;"National Research Council of Canada";"1951, 1960, 1965, 1973-2023";"Chemistry (miscellaneous) (Q3); Catalysis (Q4); Organic Chemistry (Q4)";"Chemical Engineering; Chemistry"
763;21100928675;"Corrosion Science and Technology";journal;"15986462, 22886524";0,222;Q4;8;63;143;1796;124;143;0,88;28,51;30,72;0;23;South Korea;Asiatic Region;"Corrosion Science Society of Korea";"2019-2023";"Materials Chemistry (Q3); Metals and Alloys (Q3); Surfaces, Coatings and Films (Q3); Electrochemistry (Q4)";"Chemistry; Materials Science"
764;21101089389;"Food Science and Applied Biotechnology";journal;"26033380";0,222;Q4;7;34;69;1385;93;66;1,47;40,74;56,67;0;6;Bulgaria;Eastern Europe;"University of Food Technologies Plovdiv";"2019-2023";"Analytical Chemistry (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry"
765;29686;"Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis";journal;"10000593";0,222;Q4;35;525;1878;10029;1874;1878;1,01;19,10;36,91;0;143;China;Asiatic Region;"Science China Press";"1990-2023";"Instrumentation (Q4); Spectroscopy (Q4)";"Chemistry; Physics and Astronomy"
766;19700174729;"Journal of the Mexican Chemical Society";journal;"1870249X, 16659686";0,222;Q3;27;55;116;2459;155;115;1,27;44,71;37,57;0;26;Mexico;Latin America;"Sociedad Quimica de Mexico A.C.";"2008-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
767;12100154834;"Macedonian Journal of Chemistry and Chemical Engineering";journal;"18575552, 18575625";0,220;Q3;20;22;80;855;99;80;1,16;38,86;55,81;0;3;Macedonia;Eastern Europe;"The Society of Chemists and Techonogists of Macedonia";"2008-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3)";"Chemical Engineering; Chemistry"
768;19400157518;"Rasayan Journal of Chemistry";journal;"09760083, 09741496";0,220;Q3;31;248;1156;7528;1010;1156;0,81;30,35;43,25;0;88;India;Asiatic Region;"Rasayan Journal of Chemistry, c/o Dr. Pratima Sharma";"2008-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Energy (miscellaneous) (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Biochemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Energy; Pharmacology, Toxicology and Pharmaceutics"
769;21100294100;"Spectroscopy (Santa Monica)";journal;"08876703";0,220;Q4;30;32;222;304;128;197;0,56;9,50;35,82;0;1;United States;Northern America;"Advanstar Communications Inc.";"1996-2023";"Analytical Chemistry (Q4); Atomic and Molecular Physics, and Optics (Q4); Spectroscopy (Q4)";"Chemistry; Physics and Astronomy"
770;21046;"Fuhe Cailiao Xuebao/Acta Materiae Compositae Sinica";journal;"10003851";0,219;Q3;29;571;1297;23310;1512;1297;1,21;40,82;36,88;0;130;China;Asiatic Region;"Beijing University of Aeronautics and Astronautics (BUAA)";"1993-2023";"Ceramics and Composites (Q3); Chemistry (miscellaneous) (Q3); Condensed Matter Physics (Q4); Mechanics of Materials (Q4)";"Chemistry; Engineering; Materials Science; Physics and Astronomy"
771;21101041508;"Research Journal of Pharmacognosy";journal;"23455977, 23454458";0,219;Q4;5;34;66;1358;66;65;1,00;39,94;43,07;0;13;Iran;Middle East;"Iranian Society of Pharmacognosy";"2020-2023";"Complementary and Alternative Medicine (Q3); Drug Discovery (Q4); Organic Chemistry (Q4)";"Chemistry; Medicine; Pharmacology, Toxicology and Pharmaceutics"
772;21100913762;"International Journal of Nanoscience and Nanotechnology";journal;"24235911, 17357004";0,218;Q3;12;24;70;1105;85;70;1,27;46,04;37,74;0;7;Iran;Middle East;"Iranian Nano Society";"2018-2023";"Chemistry (miscellaneous) (Q3); Engineering (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3); Atomic and Molecular Physics, and Optics (Q4); Bioengineering (Q4)";"Chemical Engineering; Chemistry; Engineering; Materials Science; Physics and Astronomy"
773;27036;"Radiochemistry";journal;"16083288, 10663622";0,217;Q4;30;87;267;2394;225;267;0,90;27,52;39,20;0;8;Russian Federation;Eastern Europe;"";"2003-2023";"Physical and Theoretical Chemistry (Q4)";"Chemistry"
774;21100199540;"AAPP Atti della Accademia Peloritana dei Pericolanti, Classe di Scienze Fisiche, Matematiche e Naturali";journal;"03650359, 18251242";0,216;Q3;17;25;107;1633;73;107;0,71;65,32;44,68;0;7;Italy;Western Europe;"Accademia Peloritana dei Pericolanti";"2004-2023";"History and Philosophy of Science (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Computer Science (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Physics and Astronomy (miscellaneous) (Q3); Mathematics (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Chemistry; Computer Science; Earth and Planetary Sciences; Mathematics; Physics and Astronomy"
775;110297;"Fibre chemistry";journal;"00150541, 15738493";0,216;Q3;23;83;286;1166;88;285;0,24;14,05;59,17;0;7;United States;Northern America;"Springer Science + Business Media";"1969-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3)";"Chemical Engineering; Chemistry; Materials Science"
776;24066;"LC-GC North America";journal;"15275949";0,216;Q4;37;82;352;262;99;247;0,31;3,20;38,46;0;2;United States;Northern America;"Advanstar Communications Inc.";"1999-2023";"Analytical Chemistry (Q4)";"Chemistry"
777;23387;"Chemie in Unserer Zeit";journal;"00092851, 15213781";0,215;Q3;26;77;175;1254;61;103;0,44;16,29;34,41;0;8;Germany;Western Europe;"Wiley-VCH Verlag";"1967-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
778;19200157041;"Journal of Elementology";journal;"16442296";0,215;Q4;29;60;242;2672;215;241;0,71;44,53;50,24;0;25;Poland;Eastern Europe;"Polish Society Magnesium Research";"2008-2023";"Ecology (Q4); Health, Toxicology and Mutagenesis (Q4); Inorganic Chemistry (Q4); Pollution (Q4)";"Chemistry; Environmental Science"
779;25943;"Macromolecular Symposia";journal;"10221360, 15213900";0,215;Q4;84;212;655;5795;586;640;0,78;27,33;36,56;0;59;Germany;Western Europe;"Wiley-VCH Verlag";"1994-2023";"Materials Chemistry (Q3); Polymers and Plastics (Q3); Condensed Matter Physics (Q4); Organic Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
780;21100981757;"Physics and Chemistry of Solid State";journal;"23098589, 17294428";0,215;Q4;12;101;318;2635;320;318;0,98;26,09;33,05;0;6;Ukraine;Eastern Europe;"Vasyl Stefanyk Precarpathian National University";"2018-2023";"Materials Science (miscellaneous) (Q3); Condensed Matter Physics (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
781;21101138001;"Analytical Chemistry Letters";journal;"22307532, 22297928";0,214;Q3;17;47;178;1724;260;178;1,21;36,68;36,31;0;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2023";"Chemistry (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3); Pathology and Forensic Medicine (Q4)";"Chemistry; Materials Science; Medicine"
782;15600154713;"Polymer Science - Series D";journal;"19954212, 19954220";0,213;Q3;23;168;337;3575;228;337;0,71;21,28;51,98;0;9;United States;Northern America;"Pleiades Publishing";"2009-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Polymers and Plastics (Q3)";"Chemical Engineering; Chemistry; Materials Science"
783;28901;"Tsvetnye Metally";journal;"03722929";0,213;Q4;16;138;408;4076;220;406;0,58;29,54;33,44;0;26;Russian Federation;Eastern Europe;"Izdatel'stvo Ruda i Metally";"1970-1971, 1975-1988, 2001-2005, 2013-2023";"Materials Chemistry (Q3); Metals and Alloys (Q3); Ceramics and Composites (Q4); Condensed Matter Physics (Q4); Physical and Theoretical Chemistry (Q4); Surfaces, Coatings and Films (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
784;21100470629;"High Temperature Material Processes";journal;"10933611, 19404360";0,212;Q4;20;35;79;743;60;79;0,85;21,23;24,77;0;4;United States;Northern America;"Begell House Inc.";"1997-2023";"Engineering (miscellaneous) (Q3); Materials Science (miscellaneous) (Q3); Condensed Matter Physics (Q4); Energy Engineering and Power Technology (Q4); Physical and Theoretical Chemistry (Q4); Spectroscopy (Q4)";"Chemistry; Energy; Engineering; Materials Science; Physics and Astronomy"
785;21535;"Journal of the Serbian Chemical Society";journal;"03525139, 18207421";0,212;Q3;53;87;320;3085;333;320;0,98;35,46;54,18;0;24;Serbia;Eastern Europe;"Serbian Chemical Society";"1985, 1996-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
786;4700152261;"International Journal of Materials Research";journal;"18625282, 21958556";0,211;Q4;70;124;346;4106;272;341;0,78;33,11;25,34;0;30;Germany;Western Europe;"Walter de Gruyter GmbH";"1994, 1997-1998, 2001-2023";"Metals and Alloys (Q3); Condensed Matter Physics (Q4); Materials Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
787;79053;"Natural Product Sciences";journal;"12263907";0,211;Q4;31;46;119;1431;118;119;1,04;31,11;40,30;0;17;South Korea;Asiatic Region;"Korean Society of Pharmacognosy";"1997-2023";"Drug Discovery (Q4); Organic Chemistry (Q4)";"Chemistry; Pharmacology, Toxicology and Pharmaceutics"
788;24740;"Latin American Applied Research";journal;"03270793";0,209;Q3;28;58;149;1719;158;149;0,96;29,64;45,33;0;11;Argentina;Latin America;"PLAPIQUI Planta Piloto de Ingenieria Quimica, CONICET / Universidad Nacional del Sur";"1996-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Mechanical Engineering (Q4)";"Chemical Engineering; Chemistry; Engineering"
789;21101064948;"Substantia";journal;"25323997";0,209;Q3;7;20;92;1092;45;81;0,50;54,60;22,73;0;3;Italy;Western Europe;"Firenze University Press";"2019-2023";"History (Q1); History and Philosophy of Science (Q2); Chemistry (miscellaneous) (Q3)";"Arts and Humanities; Chemistry"
790;19700188119;"Educacion Quimica";journal;"18708404, 0187893X";0,207;Q3;15;68;210;1786;72;198;0,41;26,26;50,32;0;19;Mexico;Latin America;"National Autonomous University of Mexico, Faculty of Chemistry";"2010-2017, 2019-2023";"Chemistry (miscellaneous) (Q3); Education (Q3)";"Chemistry; Social Sciences"
791;21100872186;"Journal of the Turkish Chemical Society, Section A: Chemistry";journal;"21490120";0,207;Q3;13;100;269;4046;279;269;1,08;40,46;46,56;0;26;Turkey;Middle East;"Turkish Chemical Society";"2018-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
792;21101136888;"Yankuang Ceshi";journal;"02545357";0,207;Q4;10;82;283;3475;224;281;0,79;42,38;43,31;0;34;China;Asiatic Region;"Science China Press";"2019-2023";"Analytical Chemistry (Q4); Environmental Chemistry (Q4); Geochemistry and Petrology (Q4); Geotechnical Engineering and Engineering Geology (Q4)";"Chemistry; Earth and Planetary Sciences; Environmental Science"
793;14266;"Russian Journal of Applied Chemistry";journal;"10704272, 16083296";0,205;Q3;34;59;601;1304;480;601;0,64;22,10;45,62;0;3;United States;Northern America;"Pleiades Publishing";"1995-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3)";"Chemical Engineering; Chemistry"
794;14295;"Solid Fuel Chemistry";journal;"03615219, 19348029";0,205;Q3;20;66;189;1456;142;189;0,81;22,06;42,21;0;9;United States;Northern America;"Pleiades Publishing";"1975-1989, 1995-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Fuel Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
795;21100855815;"Current Organocatalysis";journal;"22133372, 22133380";0,204;Q4;16;27;90;1462;95;80;0,77;54,15;41,82;0;4;United Arab Emirates;Middle East;"Bentham Science Publishers B.V.";"2014-2023";"Analytical Chemistry (Q4); Catalysis (Q4); Organic Chemistry (Q4)";"Chemical Engineering; Chemistry"
796;19200156941;"Digest Journal of Nanomaterials and Biostructures";journal;"18423582";0,203;Q4;54;137;419;4380;401;416;1,01;31,97;36,39;0;24;Romania;Eastern Europe;"S.C. Virtual Company of Physics S.R.L";"2009-2023";"Atomic and Molecular Physics, and Optics (Q4); Biomedical Engineering (Q4); Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4); Nanoscience and Nanotechnology (Q4); Physical and Theoretical Chemistry (Q4); Structural Biology (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Materials Science; Physics and Astronomy"
797;19700174654;"Hemijska Industrija";journal;"0350249X, 0367598X";0,202;Q3;25;26;90;709;87;85;0,84;27,27;53,41;0;11;Serbia;Eastern Europe;"Association of the Chemical Engineers of Serbia";"1989, 2007-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3)";"Chemical Engineering; Chemistry"
798;13574;"Kagaku Kogaku Ronbunshu";journal;"0386216X";0,202;Q3;20;28;102;439;34;102;0,26;15,68;16,35;0;5;Japan;Asiatic Region;"Society of Chemical Engineers, Japan";"1975-2023";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3)";"Chemical Engineering; Chemistry"
799;21479;"Quimica Nova";journal;"01004042, 16787064";0,201;Q3;83;110;494;6232;411;488;0,59;56,65;44,60;0;36;Brazil;Latin America;"Sociedade Brasileira de Quimica";"1992, 1997-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
800;21101040666;"Science and Technology Indonesia";journal;"25804391, 25804405";0,201;Q3;8;88;132;3162;163;132;1,43;35,93;52,94;0;24;Indonesia;Asiatic Region;"Magister Program of Material Sciences, Graduate School of Sriwijaya University";"2019-2023";"Chemistry (miscellaneous) (Q3); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q3); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Chemistry; Mathematics; Pharmacology, Toxicology and Pharmaceutics; Physics and Astronomy"
801;20119;"Oilfield Chemistry";journal;"10004092";0,200;Q3;14;108;377;2972;195;377;0,53;27,52;32,50;0;6;China;Asiatic Region;"China International Book Trading Corp. (Guoji Shudian)";"1996-2023";"Chemistry (miscellaneous) (Q3); Chemical Engineering (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
802;21969;"Theoretical and Experimental Chemistry";journal;"1573935X, 00405760";0,200;Q3;22;36;121;1563;105;121;0,72;43,42;39,33;0;7;United States;Northern America;"Springer New York";"1965-2023";"Chemistry (miscellaneous) (Q3)";"Chemistry"
803;21101065070;"Chemical Problems";journal;"25221655, 22218688";0,199;Q4;5;40;126;943;55;126;0,51;23,58;54,29;0;3;Azerbaijan;Eastern Europe;"Institute of Catalysis and Inorganic Chemistry, Azerbaijan National Academy of Sciences";"2019-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
804;21101044729;"Makara Journal of Science";journal;"23391995, 23560851";0,199;Q4;7;38;93;1276;97;93;1,25;33,58;45,45;0;15;Indonesia;Asiatic Region;"Universitas Indonesia";"2019-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Physics and Astronomy"
805;17900156728;"Polish Journal of Chemical Technology";journal;"18994741, 15098117";0,199;Q4;30;41;115;1510;106;115;0,69;36,83;40,72;0;8;Poland;Eastern Europe;"De Gruyter Open Ltd.";"2007-2023";"Biotechnology (Q4); Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry"
806;11500153508;"Portugaliae Electrochimica Acta";journal;"08721904";0,199;Q4;36;30;89;1294;132;89;1,58;43,13;32,32;0;7;Portugal;Western Europe;"Sociedade Portuguesa de Electroquimica";"2008-2024";"Electrochemistry (Q4)";"Chemistry"
807;27057;"Russian Journal of Physical Chemistry A";journal;"00360244, 1531863X";0,198;Q4;33;410;1298;13777;966;1294;0,74;33,60;41,62;0;50;United States;Northern America;"Pleiades Publishing";"1996-2023";"Physical and Theoretical Chemistry (Q4)";"Chemistry"
808;74390;"Palpu Chongi Gisul/Journal of Korea Technical Association of the Pulp and Paper Industry";journal;"02533200";0,196;Q4;15;59;209;1184;89;209;0,40;20,07;36,36;0;9;South Korea;Asiatic Region;"Korean Technical Assoc. of the Pulp and Paper Industry";"2000-2023";"Media Technology (Q3); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Chemistry; Engineering; Materials Science"
809;21100224440;"Analytical and Bioanalytical Electrochemistry";journal;"20084226";0,195;Q4;28;68;176;3000;203;175;1,06;44,12;33,01;0;12;Iran;Middle East;"Center of Excellence in Electrochemistry, Faculty of Chemistry, University of Tehran";"2009-2023";"Analytical Chemistry (Q4); Electrochemistry (Q4)";"Chemistry"
810;24648;"Journal of Structural Chemistry";journal;"00224766, 15738779";0,194;Q4;35;185;612;8214;558;612;1,07;44,40;39,22;0;6;United States;Northern America;"Pleiades Publishing";"1960-2023";"Inorganic Chemistry (Q4); Materials Chemistry (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science"
811;18300156734;"Main Group Chemistry";journal;"17451167, 10241221";0,194;Q4;22;42;174;1844;254;174;1,64;43,90;29,53;0;17;Netherlands;Western Europe;"IOS Press BV";"1995-2000, 2005-2023";"Inorganic Chemistry (Q4); Materials Chemistry (Q4); Organic Chemistry (Q4)";"Chemistry; Materials Science"
812;21525;"Russian Journal of General Chemistry";journal;"16083350, 10703632";0,194;Q4;37;492;1154;16412;1046;1147;0,95;33,36;49,50;0;71;United States;Northern America;"Pleiades Publishing";"1996-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
813;12894;"Chinese Journal of Chromatography (Se Pu)";journal;"18722059, 10008713";0,193;Q4;23;124;456;4626;395;456;1,06;37,31;38,41;0;23;China;Asiatic Region;"Zhongguo Kexueyuan - Chinese Academy of Sciences";"1997-2023";"Analytical Chemistry (Q4); Biochemistry (Q4); Chemical Engineering (miscellaneous) (Q4); Electrochemistry (Q4); Organic Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry"
814;23501;"Doklady Chemistry";journal;"00125008, 16083113";0,193;Q4;25;52;121;1680;98;121;0,85;32,31;40,18;0;6;United States;Northern America;"Pleiades Publishing";"1996-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
815;21100926576;"Molekul";journal;"19079761, 25030310";0,193;Q4;8;54;113;1802;108;107;0,59;33,37;51,68;0;20;Indonesia;Asiatic Region;"Universitas Jenderal Soedirman";"2019-2023";"Biochemistry (Q4); Biomaterials (Q4); Chemistry (miscellaneous) (Q4); Environmental Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Environmental Science; Materials Science"
816;21100903449;"Revista de la Academia Colombiana de Ciencias Exactas, Fisicas y Naturales";journal;"23824980, 03703908";0,193;Q4;11;86;257;2908;136;239;0,36;33,81;19,17;0;21;Colombia;Latin America;"Colombian Academy of Exact, Physical and Natural Sciences";"2016-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); History and Philosophy of Science (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Energy (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Arts and Humanities; Biochemistry, Genetics and Molecular Biology; Chemistry; Earth and Planetary Sciences; Energy; Mathematics; Physics and Astronomy"
817;21101062488;"Tonkie Khimicheskie Tekhnologii";journal;"26867575, 24106593";0,193;Q4;7;38;126;1226;99;125;0,89;32,26;44,76;0;8;Russian Federation;Eastern Europe;"MIREA - Russian Technological University";"2019-2023";"Fluid Flow and Transfer Processes (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Chemistry"
818;17800156707;"Chiang Mai Journal of Science";journal;"01252526";0,192;Q4;27;76;350;3133;224;343;0,70;41,22;51,16;0;24;Thailand;Asiatic Region;"Chiang Mai University";"2008-2023";"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Materials Science; Mathematics; Physics and Astronomy"
819;25332;"Chinese Journal of Inorganic Chemistry";journal;"10014861";0,192;Q4;30;243;623;10209;445;611;0,83;42,01;41,19;0;85;China;Asiatic Region;"Chinese Chemical Society";"1996-2023";"Inorganic Chemistry (Q4)";"Chemistry"
820;21100466737;"eMagRes";book series;"20556101";0,192;Q4;24;0;29;0;24;28;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"John Wiley and Sons Inc.";"2007-2021";"Analytical Chemistry (Q4); Biochemistry (Q4); Biomedical Engineering (Q4); Radiology, Nuclear Medicine and Imaging (Q4); Spectroscopy (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Engineering; Medicine"
821;12155;"Journal of Applied Spectroscopy";journal;"00219037, 15738647";0,192;Q4;32;189;509;5102;413;509;0,83;26,99;36,13;0;16;Germany;Western Europe;"Springer GmbH &amp; Co, Auslieferungs-Gesellschaf";"1965-1999, 2003-2023";"Condensed Matter Physics (Q4); Spectroscopy (Q4)";"Chemistry; Physics and Astronomy"
822;27860;"Journal of the American Leather Chemists Association";journal;"00029726";0,192;Q4;33;50;143;1450;99;142;0,62;29,00;42,28;0;10;United States;Northern America;"American Leather Chemists Association";"1969-1970, 1976-1990, 1994-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4)";"Chemical Engineering; Chemistry; Materials Science"
823;24057;"Kao Teng Hsueh Hsiao Hua Heush Hsueh Pao/ Chemical Journal of Chinese Universities";journal;"02510790";0,192;Q4;27;239;967;12820;698;967;0,72;53,64;40,17;0;84;China;Asiatic Region;"Higher Education Press Limited Company";"1996-2023";"Chemistry (miscellaneous) (Q4)";"Chemistry"
824;26902;"High Energy Chemistry";journal;"00181439, 16083148";0,191;Q4;27;187;231;3833;216;224;0,96;20,50;41,08;0;13;United States;Northern America;"Pleiades Publishing";"1996-2023";"Physical and Theoretical Chemistry (Q4)";"Chemistry"
825;24711;"Molecular Crystals and Liquid Crystals";journal;"15421406, 15635287";0,191;Q4;57;231;612;6704;489;610;0,78;29,02;41,09;0;34;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1972, 2002-2023";"Chemistry (miscellaneous) (Q4); Condensed Matter Physics (Q4); Materials Science (miscellaneous) (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
826;21101034401;"Proceedings of the National Academy of Sciences of Belarus, Chemical Series";journal;"15618331, 25242342";0,191;Q4;4;33;146;625;27;131;0,23;18,94;52,17;0;4;Belarus;Eastern Europe;"Publishing House Belaruskaya Navuka";"2019-2023";"Analytical Chemistry (Q4); Chemistry (miscellaneous) (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4)";"Chemistry"
827;21101041506;"Turkish Computational and Theoretical Chemistry";journal;"26023237, 25871722";0,191;Q4;8;17;30;667;43;30;0,89;39,24;23,64;0;7;Turkey;Middle East;"DergiPark";"2018-2023";"Biochemistry (Q4); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Computer Science Applications (Q4); Materials Chemistry (Q4); Molecular Medicine (Q4); Physical and Theoretical Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemistry; Computer Science; Materials Science"
828;21100972133;"Scientia Sinica Chimica";journal;"16747224, 20959435";0,190;Q4;13;165;447;11696;277;435;0,58;70,88;33,38;0;37;China;Asiatic Region;"Science China Press";"2017-2023";"Biochemistry (Q4); Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Materials Chemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Materials Science"
829;13557;"Journal of Chemical Engineering of Japan";journal;"00219592";0,189;Q4;53;20;230;711;147;228;0,63;35,55;17,57;0;3;Japan;Asiatic Region;"Society of Chemical Engineers, Japan";"1968-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Chemical Engineering; Chemistry"
830;26485;"Russian Journal of Organic Chemistry";journal;"10704280, 16083393";0,189;Q4;37;268;859;8039;666;859;0,83;30,00;40,56;0;36;United States;Northern America;"Pleiades Publishing";"1996-2023";"Organic Chemistry (Q4)";"Chemistry"
831;21100268424;"Journal of Mathematical and Fundamental Sciences";journal;"23375760";0,187;Q4;18;12;67;467;56;67;0,83;38,92;35,29;0;4;Indonesia;Asiatic Region;"Institute for Research and Community Services, Institut Teknologi Bandung";"2011, 2013-2023";"Agricultural and Biological Sciences (miscellaneous) (Q3); Multidisciplinary (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4); Medicine (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Chemistry; Earth and Planetary Sciences; Mathematics; Medicine; Multidisciplinary; Physics and Astronomy"
832;14217;"Materiale Plastice";journal;"00255289";0,187;Q4;28;52;310;1332;200;310;0,61;25,62;49,36;0;10;Romania;Eastern Europe;"Syscom 18 SRL";"1970-1971, 1973, 1975-1986, 1988, 1996-2023";"Chemistry (miscellaneous) (Q4); Materials Chemistry (Q4); Mechanics of Materials (Q4); Polymers and Plastics (Q4)";"Chemistry; Engineering; Materials Science"
833;21101162829;"Journal of Instrumental Analysis";journal;"10044957";0,186;Q4;9;186;714;5563;459;714;0,64;29,91;42,46;0;15;China;Asiatic Region;"China Association for Instrumental Analysis";"2019-2023";"Analytical Chemistry (Q4); Electrochemistry (Q4); Spectroscopy (Q4)";"Chemistry"
834;21100943604;"Journal of Siberian Federal University: Chemistry";journal;"23136049, 19982836";0,185;Q4;6;58;149;1302;106;149;0,76;22,45;48,13;0;4;Russian Federation;Eastern Europe;"Siberian Federal University";"2019-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4)";"Chemical Engineering; Chemistry"
835;21101167527;"Blasting";journal;"1001487X";0,184;Q4;3;118;93;2312;68;93;0,73;19,59;22,88;0;9;China;Asiatic Region;"BLASTING Magazine Editorial Office, Wuhan University of Technology";"2021-2023";"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4)";"Chemical Engineering; Chemistry; Energy"
